UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
1027,45979,"Dubai, United Arab Emirates",13-03-2020,"The economic effect of Covid-19 will likely reduce global demand for oil and will effect other sectors. Saudi Arabia has forced oil prices down to $30 a barrel as well. 

#ahg #finance x #financeservices #coronavirus #oilvscoronavirus #gulfcountires #economy #globaleffect https://t.co/cU77CasWG3",Negative,economic effect likely reduce global demand oil effect sector saudi arabia force oil price barrel,2,2,2
1028,45980,Leeds UK,13-03-2020,Shopping online because of #Covid_19 #CoronaVirus If you shop with  @boohoo remember to use TopCashback here is what you get back on online purchases sign up free https://t.co/rJjMjU43oU and you will also get a free £5 M&amp;S gift card #boohoo https://t.co/3UGPwVTllU,Extremely Positive,shop online shop remember use topcashback online purchase sign free free ms gift card,0,0,0
1029,45981,,13-03-2020,Long lines at a grocery store in Caloocan #COVID2019 https://t.co/rrKwvF3I3U,Neutral,long line grocery store caloocan,1,1,1
1030,45982,South Staffordshire ,13-03-2020,@dudleymbc @HWDudley @ATBDudley @DudleyPolice Anyone planning to look after #vulnerable #elderly during #coronavirus #COVID19 #pandemic in #UK? Some have no #broadband/ tablet/online banking/online shopping. @alexa99 to reduce loneliness wld be a good ide,Negative,plan look no tabletonline bankingonline shopping reduce loneliness wld good ide,0,0,0
1031,45983,mult,13-03-2020,"So,, I literally only have 2 rolls of toilet paper, I went to the grocery store and ofcourse eVErYtHInG is sold out, yall are insane and rip my ass #hamsteren #Covid_19 https://t.co/MRJyNY3JHr",Extremely Negative,literally roll toilet paper go grocery store ofcourse sell insane rip ass,2,2,2
1032,45984,India,13-03-2020,"Ministry of Consumer Affairs and Public distribution: In view of #Coronavirus, masks (2-ply and 3-ply surgical masks, N95 masks) and sanitizers have been declared Essential Commodities temporarily.",Neutral,ministry consumer affair public distribution view mask surgical mask mask sanitizer declare essential commodity temporarily,0,0,0
1033,45985,,13-03-2020,Tbh all Im trying to find is some Covid-19 discounts for shopping online,Neutral,tbh try find discount shop online,1,1,1
1034,45986,"Glendale, AZ ",13-03-2020,A grown 40 something year old woman coughed directly on to the avocados at my local grocery store. She didnt even have the courtesy to aim for a less desirable fruit or vegetable. #coronavirus,Positive,grow year old woman cough directly avocado local grocery store didn courtesy aim desirable fruit vegetable,0,0,0
1035,45987,Cinema,13-03-2020,"It just shows the spine of our people, in the times of a global outbreak, few opportunists charge exorbitant prices for simple essentials like face mask and hand sanitizer. ????? ?? ????? ??? ??? ?????? 
#coronavirus #CoronavirusOutbreak #handsanitizer",Extremely Positive,show spine people times global outbreak opportunist charge exorbitant price simple essential like face mask hand sanitizer,0,0,0
1036,45988,,13-03-2020,"@quietplacemovie @ParamountPics Why not release it On Demand, streaming? People wanna see it and we'll pay to see it the comfort of our (hopefully) COVID-19 free environment. ? Heck, add a ""COVID-19 tax"" for the consession/food revenue loss.",Extremely Positive,not release demand streaming people wanna pay comfort hopefully free environment heck add tax consessionfood revenue loss,0,0,0
1037,45989,United Kingdom,13-03-2020,"Before we go out and start emptying the supermarket shelves please think about the most vulnerable in our country. 
Most supermarkets also have a bin for the food banks. How about putting a couple of tins in that too. 
#Covid_19 https://t.co/m6m2hOFQMk",Negative,start empty supermarket shelf think vulnerable country supermarket bin food bank put couple tin,2,2,2
1038,45990,,13-03-2020,"If youve been to the local supermarket and found theres no toilet roll, pasta, pain relief etc because of panic buying this is the time to turn to local businesses.. those shops your drive past on your way to the supermarket! Helping communities! #Covid_19 #COVID19",Negative,ve local supermarket find no toilet roll pasta pain relief etc panic buying time turn local business shop drive past way supermarket help community,0,0,0
1039,45991,"Auckland, New Zealand",13-03-2020,"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",Extremely Positive,what s happen definitely reshape consumer shop habit preference expectation future personal safety hygiene sustainability equal importance hear,0,0,0
1040,45992,,13-03-2020,"#coronavirusinKenya
Dear Kenyans...
Preachers will commence their miracle rallies to heal #Covid_19 ...Sell anointing oil to salvage and deliver the sinners..
Businesses will 'boom' ... exuberant prices on the basic stuff...
I hope the situation will be contained soon...",Extremely Positive,dear kenyans preacher commence miracle rally heal sell anoint oil salvage deliver sinner business boom exuberant price basic stuff hope situation contain soon,0,0,0
1041,45993,Glasgow & London,13-03-2020,"""While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook.""

#coronavirus #covid #ecommerce #adimo

https://t.co/JkUZgvNFBw",Positive,online shopping benefit short term supply chain issue uncertain consumer demand dampen ecommerce outlook,0,0,0
1042,45994,,13-03-2020,"All of you boomers looked down on millennials for killing brick and mortar, but whos antisocial and doing all of their shopping online now? #Covid_19 #coronavirus",Negative,boomer look millennial kill brick mortar antisocial shopping online,2,2,2
1043,45995,"Elkridge, MD",13-03-2020,"Be kind and patient with everyone you encounter at the grocery store, especially the staff. And bring your reusable bags. #Covid_19 is scary but #ClimateChange is terrifying",Extremely Negative,kind patient encounter grocery store especially staff bring reusable bag scary terrifying,0,0,0
1044,45996,"Montréal, Québec",13-03-2020,"#Coronavirus is hurting #store #foottraffic and #ecommerce won't help much, analysts say https://t.co/KDQMn8qq0C via @RetailDive #brickandmortar #retail #pandemic",Positive,hurt will not help analyst,0,0,0
1045,45997,"Montréal, Québec",13-03-2020,"#Target, #Walmart address #store #sanitization as #coronavirus concerns mount https://t.co/kyzeWkFXFJ via @RetailDive #brickandmortar #retail #employee #consumer #safety #pandemic",Neutral,address concern mount,1,1,1
1046,45998,,13-03-2020,"So your telling me because of #Covid_19 we are suppose to stock food, stay at home, avoid physical contact with others....
So basically WERE BECOMING INTROVERTS
YAY #introverts UNITE",Positive,tell suppose stock food stay home avoid physical contact basically introvert yay unite,2,2,2
1047,45999,MIA 2 DMV,13-03-2020,"Retail Store Capitalism reaping the benefits of the media's mass bombardment of #covid19 #coronavirus 

Have they colluded and splitting the profits?",Extremely Positive,retail store capitalism reap benefit medias mass bombardment collude splitting profit,0,0,0
1048,46000,East Lothian Scotland ,13-03-2020,Just off the phone to my friend in Milan. They are not allowed out at all now unless it is to go to the nearest supermarket and they need an online permission form (you have to print it) and proof of address. Otherwise its on the spot fines. #Covid_19,Positive,phone friend milan not allow near supermarket need online permission form print proof address spot fine,0,0,0
1049,46001,nyc,13-03-2020,"Since last weeks reporting of the impact of the Covid-19 outbreak on global eCommerce activity weve uncovered shifting patterns in online shopping, putting facts behind the digital business trends everyone is talking about.

https://t.co/bZkO9cD4Gv",Neutral,week reporting impact outbreak global ecommerce activity ve uncover shift pattern online shopping put fact digital business trend talk,0,0,0
1050,46002,"Ft Collins, CO",13-03-2020,"Mass hysteria or reasonable preparation? Seen at my local grocery store. Why toilet paper? #covid_19 #coronavirus #masshysteria #hunkerdown @ Fort Collins, Colorado https://t.co/GQ4gyAeKbY",Negative,mass hysteria reasonable preparation see local grocery store toilet paper fort collins colorado,0,0,0
1051,46003,"Chicago, IL",13-03-2020,"Between primaries and COVID-19, I've come to the unsettling realization that I cope with stress by online shopping. How many sweaters until I feel peace?",Positive,primary I ve come unsettling realization cope stress online shopping sweater feel peace,2,2,2
1052,46004,"Paris, France",13-03-2020,@darinadz3030 ?? I am in R?ga next week. ??? I will these people in supermarket. #whereamI #Covid_19,Neutral,rga week people supermarket,1,1,1
1053,46005,Sweden,13-03-2020,I m so worried for the people in the camps in Europe Lebanon and so on   And for the homeless I see every day on the way to work   And a lot of the people in our neighbourhood who don t have the financial means to stock up on food etc,Negative,worried people camp europe lebanon homeless day way work lot people neighbourhood don financial mean stock food etc,0,0,0
1054,46006,Sri Lanka,13-03-2020,Amid panic buying by the public the government seeks to allay fears of of a  food shortage  in the country The Ministry of Food Security amp Consumer Welfare insists that it can withstand hoarding amp assures it can meet the demand during the festive season,Negative,amid panic buy public government seek allay fear food shortage country ministry food security amp consumer welfare insist withstand hoard amp assure meet demand festive season,2,2,2
1055,46007,Dubai,13-03-2020,"The price of garlic has shot up in #Tunisia amid a buying rush as consumers hope it will help protect against the new #coronavirus, despite caution from the World Health Organization @WHO. 

#COVID_19
https://t.co/hq3ZTqMPjE",Extremely Positive,price garlic shoot amid buy rush consumer hope help protect new despite caution world health organization,0,0,0
